Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Paperless Billing,Monthly Charges,Total Charges,Churn Value,Churn Score,CLTV,Internet Service_DSL,Internet Service_Fiber optic,Internet Service_No,Contract_Month-to-month,Contract_One year,Contract_Two year,Payment Method_Bank transfer (automatic),Payment Method_Credit card (automatic),Payment Method_Electronic check,Payment Method_Mailed check,Zip Code_enc,City_enc
0,0,0,0,0.2222222222222222,1,0,-1,-1,-1,-1,-1,-1,0,0.01447105788423153,0.031745117907148124,0,0.736842105263158,0.37855871886120995,0,0,1,1,0,0,0,0,0,1,0.0,0.0
1,0,1,1,0.06944444444444445,0,-1,0,0,0,0,0,0,0,0.06487025948103792,0.014450534266764925,0,0.2,0.015124555160142328,1,0,0,1,0,0,0,0,0,1,0.0,0.33884297520661155
0,0,0,0,0.013888888888888888,1,0,-1,-1,-1,-1,-1,-1,0,0.012475049900199597,0.002279845246868092,1,0.9578947368421054,0.8000444839857651,0,0,1,1,0,0,0,0,0,1,0.3333333333333333,0.3333333333333333
0,0,1,1,0.8055555555555555,1,1,0,0,1,1,0,1,0,0.7564870259481038,0.6406192428150332,0,0.46315789473684205,0.6169928825622776,0,1,0,0,0,1,1,0,0,0,0.3333333333333333,0.2727272727272727
1,0,1,0,0.9444444444444444,1,1,-1,-1,-1,-1,-1,-1,0,0.07235528942115771,0.22009718128224026,0,0.16842105263157894,0.6103202846975088,0,0,1,0,0,1,0,1,0,0,0.0,0.0
0,0,1,1,0.4861111111111111,1,1,-1,-1,-1,-1,-1,-1,0,0.06886227544910178,0.09318003868828299,0,0.3263157894736842,0.6383451957295373,0,0,1,0,0,1,1,0,0,0,0.25,0.25
0,0,1,0,0.7777777777777777,1,1,-1,-1,-1,-1,-1,-1,1,0.05888223552894209,0.16484547715549008,0,0.7684210526315789,0.8051601423487543,0,0,1,0,1,0,0,0,0,1,0.2,0.2653061224489796
1,1,0,0,0.027777777777777776,0,-1,0,0,1,0,0,0,1,0.11826347305389218,0.009056051952837143,1,0.894736842105263,0.4446174377224199,1,0,0,1,0,0,0,0,1,0,0.3333333333333333,0.3333333333333333
1,0,1,1,0.09722222222222221,1,0,-1,-1,-1,-1,-1,-1,0,0.018962075848303367,0.017357912675018426,0,0.736842105263158,0.55182384341637,0,0,1,1,0,0,0,0,0,1,0.0,0.46153846153846156
0,0,0,0,0.25,1,0,1,0,1,1,1,0,1,0.49700598802395207,0.14966378039793665,0,0.4421052631578947,0.8874555160142349,1,0,0,1,0,0,0,0,1,0,0.25,0.26666666666666666
1,1,0,0,0.18055555555555555,1,1,0,0,0,0,1,1,1,0.7634730538922156,0.14853537214443627,1,0.9684210526315791,0.05048932384341637,0,1,0,1,0,0,0,0,1,0,0.3333333333333333,0.5
1,1,1,0,0.75,1,0,0,0,1,1,1,1,1,0.8038922155688621,0.6260478076639647,0,0.5157894736842106,0.4704181494661921,0,1,0,0,1,0,0,0,1,0,0.0,0.0
1,0,1,0,0.09722222222222221,1,0,0,0,0,0,1,0,1,0.624251497005988,0.06639761422254975,1,0.8631578947368421,0.2746886120996441,0,1,0,1,0,0,0,0,1,0,0.6,0.6
0,1,0,0,0.7638888888888888,1,1,1,0,0,0,1,1,1,0.8008982035928143,0.6468485169491527,1,0.6736842105263159,0.7873665480427045,0,1,0,1,0,0,0,0,1,0,0.2,0.2222222222222222
1,0,1,0,0.013888888888888888,1,0,0,0,0,0,1,0,1,0.6067864271457086,0.009136652542372881,1,0.7578947368421052,0.3311832740213523,0,1,0,1,0,0,1,0,0,0,0.6666666666666666,0.6666666666666666
0,0,1,0,0.15277777777777776,1,1,0,0,0,0,0,0,1,0.55688622754491,0.09605287398673547,1,0.7894736842105263,0.6832740213523131,0,1,0,1,0,0,0,0,1,0,0.75,0.2653061224489796
1,0,0,0,0.6666666666666666,1,1,-1,-1,-1,-1,-1,-1,0,0.06487025948103792,0.13489084377302876,0,0.29473684210526313,0.3645462633451957,0,0,1,0,1,0,0,1,0,0,0.0,0.1111111111111111
1,0,1,1,0.861111111111111,1,0,1,0,1,1,1,0,1,0.5209580838323353,0.49090940493736185,0,0.2,0.4737544483985765,1,0,0,0,1,0,1,0,0,0,0.5,0.5
1,0,1,0,1.0,1,1,1,0,1,1,0,0,0,0.4820359281437125,0.5479458364038321,0,0.28421052631578947,0.9477313167259785,1,0,0,0,0,1,1,0,0,0,0.25,0.25
0,1,1,0,0.3333333333333333,1,1,1,0,0,0,0,0,1,0.6017964071856288,0.20406342114959472,1,0.631578947368421,0.23932384341637003,0,1,0,1,0,0,0,0,1,0,0.25,0.25
0,0,0,0,0.2222222222222222,1,0,0,0,0,1,0,0,1,0.558882235528942,0.134775700073692,0,0.6842105263157894,0.1979537366548042,0,1,0,1,0,0,0,1,0,0,0.3333333333333333,0.13333333333333333
0,1,1,0,0.986111111111111,1,1,-1,-1,-1,-1,-1,-1,0,0.06287425149700598,0.21888817243920416,0,0.5052631578947369,0.5258007117437722,0,0,1,0,0,1,1,0,0,0,0.25,0.25
0,0,1,1,0.4305555555555555,1,1,-1,-1,-1,-1,-1,-1,0,0.07185628742514971,0.08700257921886516,0,0.28421052631578947,0.7715747330960853,0,0,1,0,0,1,0,0,0,1,0.0,0.0
1,0,1,0,0.9722222222222222,1,1,1,0,0,1,1,1,1,0.6192614770459082,0.6287076271186441,0,0.6631578947368422,0.8623220640569395,1,0,0,0,0,1,1,0,0,0,0.0,0.0
1,0,0,0,0.05555555555555555,1,0,-1,-1,-1,-1,-1,-1,0,0.015968063872255467,0.00972964259395726,0,0.736842105263158,0.7855871886120996,0,0,1,1,0,0,0,0,0,1,0.3333333333333333,0.1111111111111111
0,1,0,0,0.125,1,0,0,0,0,0,0,1,1,0.6087824351297404,0.08273650515843774,0,0.7473684210526315,0.8469750889679714,0,1,0,1,0,0,0,0,1,0,0.25,0.25
0,0,1,0,0.7916666666666666,1,1,0,0,1,1,1,1,0,0.8922155688622755,0.6873906134856302,0,0.2,0.5969750889679716,0,1,0,0,0,1,0,0,1,0,0.5,0.5
1,0,1,0,0.1111111111111111,1,0,-1,-1,-1,-1,-1,-1,1,0.0119760479041916,0.016695836403831984,1,0.8842105263157896,0.05427046263345192,0,0,1,0,1,0,0,0,0,1,0.3333333333333333,0.3333333333333333
0,0,1,0,0.875,1,1,0,1,1,0,1,1,1,0.8468063872255489,0.7602938467207075,1,0.9789473684210526,0.5224644128113879,0,1,0,1,0,0,0,0,1,0,0.25,0.25
1,0,1,1,0.3194444444444444,1,1,-1,-1,-1,-1,-1,-1,1,0.07035928143712578,0.059270219233603545,0,0.7684210526315789,0.8754448398576512,0,0,1,0,0,1,0,1,0,0,0.25,0.26666666666666666
1,1,1,0,0.5,1,1,0,1,0,0,1,0,1,0.7325349301397206,0.3800951086956523,0,0.45263157894736844,0.2824733096085409,0,1,0,1,0,0,0,1,0,0,0.25,0.25
0,0,0,1,0.20833333333333331,1,1,-1,-1,-1,-1,-1,-1,1,0.062375249500998015,0.03732383014001474,0,0.5473684210526315,0.4363879003558718,0,0,1,1,0,0,0,0,1,0,0.25,0.2727272727272727
1,0,0,0,0.9166666666666666,1,1,0,1,0,0,1,0,1,0.7020958083832336,0.6908737103905676,0,0.23157894736842105,0.859653024911032,0,1,0,0,1,0,1,0,0,0,0.0,0.0
0,0,1,1,0.986111111111111,1,1,1,0,1,1,1,1,0,0.6676646706586826,0.7255031779661019,0,0.28421052631578947,0.7288701067615658,1,0,0,0,1,0,0,0,1,0,0.0,0.0
0,0,1,1,0.7222222222222222,0,-1,0,1,1,1,1,0,0,0.3158682634730539,0.2940770081061165,0,0.4421052631578947,0.754670818505338,1,0,0,0,0,1,0,0,0,1,0.0,0.0
1,0,1,1,0.4861111111111111,1,0,1,0,1,1,1,1,1,0.8817365269461079,0.4325315493736183,0,0.7894736842105263,0.7660142348754447,0,1,0,1,0,0,0,0,1,0,0.25,0.25
1,1,1,0,0.4583333333333333,1,1,0,1,0,0,0,0,1,0.6192614770459082,0.30587923728813565,1,0.7052631578947368,0.3554270462633452,0,1,0,1,0,0,1,0,0,0,0.25,0.3333333333333333
0,0,0,0,0.05555555555555555,1,0,0,0,0,0,0,0,1,0.27295409181636726,0.02299995394252027,0,0.35789473684210527,0.2662366548042704,1,0,0,1,0,0,0,0,1,0,0.0,0.0
1,0,1,0,0.8055555555555555,1,1,1,0,0,1,0,1,1,0.4975049900199601,0.4573795596904938,0,0.6000000000000001,0.7264234875444838,1,0,0,0,1,0,0,0,1,0,0.25,0.25
1,0,1,1,0.625,1,1,-1,-1,-1,-1,-1,-1,1,0.06087824351297402,0.1311256448047163,0,0.6526315789473685,0.2313167259786476,0,0,1,0,0,1,1,0,0,0,0.25,0.25
1,1,0,0,0.05555555555555555,1,0,0,1,0,0,0,0,0,0.5409181636726548,0.0365869104642594,0,0.47368421052631576,0.556049822064057,0,1,0,1,0,0,0,0,1,0,0.0,0.0
1,0,0,0,0.027777777777777776,1,0,0,0,0,0,0,1,0,0.6207584830339321,0.018359662859248345,1,0.8631578947368421,0.038478647686832734,0,1,0,1,0,0,0,0,1,0,0.6666666666666666,0.2222222222222222
1,0,1,0,1.0,1,1,-1,-1,-1,-1,-1,-1,1,0.06686626746506985,0.21200257921886517,0,0.3263157894736842,0.5667259786476867,0,0,1,0,0,1,1,0,0,0,0.0,0.0
0,0,0,1,0.2777777777777778,1,0,-1,-1,-1,-1,-1,-1,1,0.008483033932135703,0.04312131540162123,1,0.8526315789473684,0.3963523131672597,0,0,1,1,0,0,0,0,1,0,0.4,0.4
0,1,0,0,0.18055555555555555,1,0,0,0,0,0,1,1,1,0.7180638722554891,0.13830485445836407,1,0.7473684210526315,0.7542259786476867,0,1,0,1,0,0,0,0,1,0,0.5,0.42857142857142855
0,0,0,0,0.3333333333333333,1,1,0,1,0,0,1,0,1,0.7185628742514969,0.26282125092114966,1,0.6526315789473685,0.8727758007117438,0,1,0,1,0,0,0,1,0,0,0.5,0.5
0,0,0,1,0.18055555555555555,1,0,0,0,0,0,1,0,1,0.5963073852295409,0.11905282792925573,0,0.2210526315789474,0.7924822064056939,0,1,0,1,0,0,0,1,0,0,0.2,0.2
1,0,1,0,0.9583333333333333,1,1,1,1,1,1,1,1,1,0.9725548902195609,0.9422036201179074,0,0.3368421052631579,0.4922153024911031,0,1,0,0,0,1,0,0,1,0,0.0,0.0
1,0,0,0,0.1111111111111111,1,0,0,0,0,0,1,0,1,0.6142714570858283,0.07821711495946942,1,0.6526315789473685,0.6823843416370107,0,1,0,1,0,0,1,0,0,0,1.0,0.5714285714285714
0,0,1,1,0.013888888888888888,1,0,0,0,0,0,0,0,0,0.25948103792415167,0.005129651805453206,0,0.45263157894736844,0.3125,1,0,0,1,0,0,0,0,1,0,0.0,0.16666666666666666
1,0,0,0,0.1388888888888889,1,0,-1,-1,-1,-1,-1,-1,1,0.01996007984031936,0.021572172070744293,0,0.39999999999999997,0.3540925266903914,0,0,1,1,0,0,0,0,0,1,0.5,0.25
0,0,1,1,0.5,1,0,1,0,1,0,0,1,1,0.4505988023952096,0.2519919859985262,0,0.2736842105263158,0.11143238434163694,1,0,0,0,1,0,0,1,0,0,0.0,0.0
0,1,1,0,1.0,1,0,1,1,1,1,1,0,0,0.5573852295409183,0.6172565862196021,0,0.5578947368421052,0.7978202846975088,1,0,0,0,0,1,1,0,0,0,0.0,0.13333333333333333
1,1,0,0,0.013888888888888888,1,1,0,0,0,0,1,0,1,0.6701596806387227,0.009867815033161387,1,0.6421052631578947,0.6399021352313167,0,1,0,1,0,0,0,0,1,0,0.5,0.5
1,0,0,0,0.09722222222222221,1,0,0,0,1,0,1,1,1,0.7664670658682635,0.07609847089167282,1,0.9157894736842105,0.23887900355871883,0,1,0,1,0,0,0,0,1,0,0.5,0.5
0,0,0,0,0.013888888888888888,1,0,-1,-1,-1,-1,-1,-1,0,0.015968063872255467,0.002320145541635962,1,0.9157894736842105,0.6292259786476867,0,0,1,1,0,0,0,0,0,1,0.6,0.2653061224489796
1,0,1,0,0.875,1,0,0,1,0,0,1,1,1,0.7729540918163673,0.7034992170228446,0,0.7894736842105263,0.6701512455516013,0,1,0,0,1,0,0,0,1,0,0.6666666666666666,0.6666666666666666
1,0,0,0,0.013888888888888888,0,-1,0,0,0,0,0,0,1,0.06536926147704591,0.002890106853352985,1,0.7789473684210526,0.6152135231316725,1,0,0,1,0,0,0,0,0,1,0.25,0.25
1,0,1,1,0.19444444444444442,1,0,0,0,0,0,0,0,0,0.5154690618762476,0.12049788135593222,0,0.21052631578947367,0.8487544483985764,0,1,0,1,0,0,0,0,1,0,0.0,0.0
1,0,0,0,0.4861111111111111,1,1,0,0,1,0,1,1,1,0.815369261477046,0.406180913780398,1,0.7052631578947368,0.16481316725978645,0,1,0,1,0,0,0,0,1,0,0.25,0.25
0,0,1,1,0.6527777777777778,1,0,1,0,1,0,0,1,0,0.713572854291417,0.4763725128960944,0,0.7684210526315789,0.28647686832740205,0,1,0,1,0,0,0,0,1,0,0.0,0.5
1,0,0,0,0.7083333333333333,0,-1,1,0,1,1,1,1,0,0.41516966067864275,0.3542971628592484,0,0.3368421052631579,0.756450177935943,1,0,0,0,1,0,1,0,0,0,0.25,0.5714285714285714
1,0,1,1,0.013888888888888888,1,0,-1,-1,-1,-1,-1,-1,1,0.008483033932135703,0.0022337877671333825,0,0.7052631578947368,0.25733985765124556,0,0,1,1,0,0,0,0,0,1,0.2,0.15384615384615385
0,0,1,1,0.09722222222222221,1,0,-1,-1,-1,-1,-1,-1,1,0.01696606786427146,0.02011560427413412,0,0.3894736842105263,0.25489323843416367,0,0,1,1,0,0,1,0,0,0,0.0,0.0
0,0,1,0,0.9305555555555555,1,1,1,1,1,1,0,0,0,0.5224550898203593,0.5385385961680178,0,0.7894736842105263,0.5244661921708185,1,0,0,0,0,1,0,1,0,0,0.0,0.0
0,0,0,1,0.1111111111111111,1,0,-1,-1,-1,-1,-1,-1,0,0.0089820359281437,0.01833087693441415,0,0.15789473684210525,0.47064056939501775,0,0,1,1,0,0,1,0,0,0,0.3333333333333333,0.3333333333333333
0,0,1,1,0.9027777777777777,1,1,1,1,1,1,0,0,0,0.7584830339321358,0.6999297623434046,0,0.3263157894736842,0.5782918149466191,0,1,0,0,0,1,0,1,0,0,0.0,0.0
1,0,0,0,0.20833333333333331,1,0,1,0,1,1,1,1,0,0.8637724550898203,0.18224369012527636,1,0.831578947368421,0.0264679715302491,0,1,0,1,0,0,0,0,1,0,1.0,0.5714285714285714
1,1,0,0,0.4444444444444444,1,0,0,1,0,0,0,0,1,0.5573852295409183,0.2621764462048637,1,0.894736842105263,0.019572953736654797,0,1,0,1,0,0,0,0,1,0,0.5,0.25
1,0,0,0,0.9027777777777777,1,1,-1,-1,-1,-1,-1,-1,0,0.07934131736526945,0.1955773305084746,0,0.43157894736842106,0.5340302491103203,0,0,1,0,0,1,1,0,0,0,0.0,0.0
1,0,1,0,0.41666666666666663,1,0,-1,-1,-1,-1,-1,-1,0,0.010978043912175633,0.07551699521002211,1,0.7789473684210526,0.10742882562277578,0,0,1,1,0,0,1,0,0,0,1.0,0.6
1,0,1,0,0.7083333333333333,0,-1,0,1,0,0,1,1,1,0.31037924151696605,0.29400216470154755,0,0.2631578947368421,0.7840302491103203,1,0,0,1,0,0,0,0,1,0,0.3333333333333333,0.16666666666666666
1,0,0,0,0.041666666666666664,1,0,0,0,0,0,0,0,0,0.25998003992015967,0.014128131908621963,0,0.7263157894736842,0.24888790035587183,1,0,0,1,0,0,0,0,1,0,0.0,0.0
1,1,0,0,0.027777777777777776,1,1,0,0,0,0,0,0,1,0.5678642714570858,0.018238761974944735,1,0.631578947368421,0.2995996441281138,0,1,0,1,0,0,0,0,0,1,0.3333333333333333,0.2857142857142857
0,0,0,0,0.5416666666666666,1,1,0,1,0,0,0,0,0,0.6272455089820359,0.370043063743552,0,0.17894736842105263,0.46730427046263345,0,1,0,0,1,0,0,1,0,0,0.4,0.4
0,0,1,1,0.6805555555555555,1,0,1,1,0,1,0,0,0,0.40968063872255495,0.3420113301400148,0,0.7789473684210526,0.6634786476868327,1,0,0,1,0,0,0,1,0,0,0.0,0.2653061224489796
0,0,1,1,0.8194444444444444,1,1,0,0,1,0,1,1,1,0.8078842315369261,0.6749435795873251,0,0.3157894736842105,0.5738434163701066,0,1,0,0,0,1,0,1,0,0,0.0,0.0
0,0,1,0,0.6527777777777778,1,0,0,1,1,0,1,1,0,0.5494011976047903,0.405610952468681,0,0.4842105263157895,0.6209964412811387,1,0,0,0,0,1,0,0,1,0,0.0,0.2653061224489796
1,0,1,0,0.8888888888888888,1,0,0,1,1,1,0,1,1,0.49650698602794413,0.5041912306558586,0,0.2736842105263158,0.7611209964412812,1,0,0,0,0,1,0,0,0,1,0.0,0.0
0,0,1,0,0.611111111111111,0,-1,0,1,1,0,1,1,0,0.3567864271457086,0.27524525607958733,0,0.6210526315789473,0.27112989323843417,1,0,0,0,0,1,1,0,0,0,0.25,0.3888888888888889
0,0,0,0,0.6388888888888888,0,-1,0,1,0,0,0,0,0,0.11726546906187624,0.15890981945467944,1,0.9473684210526316,0.05338078291814946,1,0,0,1,0,0,1,0,0,0,0.3333333333333333,0.3333333333333333
1,0,1,0,0.3194444444444444,1,0,0,1,1,1,0,0,0,0.6511976047904191,0.21880181466470158,1,0.7894736842105263,0.8305160142348754,0,1,0,1,0,0,0,0,1,0,0.5,0.5
0,0,0,0,0.5833333333333333,1,1,0,0,0,1,1,1,1,0.8158682634730539,0.48624608511422257,0,0.29473684210526313,0.285364768683274,0,1,0,1,0,0,0,0,1,0,0.25,0.21428571428571427
1,0,0,0,0.1111111111111111,1,0,-1,-1,-1,-1,-1,-1,0,0.0064870259481037695,0.018060289240972735,0,0.3894736842105263,0.19483985765124556,0,0,1,1,0,0,0,0,0,1,0.0,0.25274725274725274
1,0,1,0,0.875,1,1,0,0,0,1,0,0,1,0.6252495009980039,0.5716999815770082,0,0.6210526315789473,0.9030249110320284,0,1,0,0,1,0,0,1,0,0,0.25,0.21428571428571427
1,0,1,0,0.7916666666666666,0,-1,1,1,1,0,1,1,1,0.40119760479041916,0.39580070928518796,0,0.34736842105263155,0.46975088967971523,1,0,0,1,0,0,1,0,0,0,0.2,0.2
0,0,0,0,0.06944444444444445,1,0,0,1,0,0,0,0,1,0.5598802395209581,0.044174880250552696,0,0.30526315789473685,0.29270462633451955,0,1,0,1,0,0,0,0,1,0,0.0,0.0
1,0,1,0,1.0,1,1,0,0,1,0,1,1,1,0.7914171656686626,0.7877325902726604,0,0.17894736842105263,0.557161921708185,0,1,0,0,0,1,0,0,1,0,0.0,0.0
1,0,1,1,0.5972222222222222,0,-1,1,0,1,1,1,1,1,0.41766467065868257,0.30404269528371414,0,0.5894736842105264,0.16058718861209964,1,0,0,0,1,0,0,1,0,0,0.0,0.0
0,0,0,0,0.027777777777777776,1,1,0,0,0,0,0,0,1,0.5459081836327346,0.015089581798084012,1,0.7684210526315789,0.2037366548042704,0,1,0,1,0,0,0,1,0,0,0.4,0.3157894736842105
1,0,1,0,0.7083333333333333,1,1,0,0,1,0,1,1,1,0.8013972055888223,0.5696792096536478,0,0.39999999999999997,0.8965747330960853,0,1,0,0,1,0,0,0,1,0,0.2,0.33884297520661155
1,0,1,1,0.9305555555555555,1,1,1,1,0,1,1,0,0,0.5533932135728543,0.5605655858511422,0,0.3157894736842105,0.48598754448398573,1,0,0,0,0,1,0,1,0,0,0.0,0.3037974683544304
0,0,1,1,0.75,0,-1,0,0,1,1,0,1,0,0.27395209580838326,0.27911408437730295,0,0.6947368421052631,0.5444839857651245,1,0,0,0,0,1,0,1,0,0,0.4,0.375
0,0,1,1,0.736111111111111,1,1,0,0,1,1,1,1,1,0.6007984031936127,0.45394827745025795,0,0.7157894736842105,0.6781583629893239,1,0,0,0,1,0,0,0,0,1,0.6666666666666666,0.6666666666666666
1,0,0,0,0.041666666666666664,1,1,0,0,0,0,0,0,0,0.5743512974051896,0.02966101694915255,0,0.21052631578947367,0.14390569395017794,0,1,0,1,0,0,0,0,1,0,0.0,0.125
1,0,0,0,0.041666666666666664,1,0,-1,-1,-1,-1,-1,-1,0,0.01447105788423153,0.007323139277818719,0,0.631578947368421,0.5015569395017793,0,0,1,1,0,0,0,0,0,1,0.0,0.0
1,0,1,0,0.5694444444444444,1,0,1,1,1,0,1,1,1,0.8572854291417167,0.4792338338246132,0,0.631578947368421,0.15925266903914592,0,1,0,0,1,0,1,0,0,0,0.0,0.0
0,1,0,0,0.9305555555555555,1,1,1,1,1,1,1,1,1,0.9735528942115768,0.9027093312453944,0,0.5789473684210527,0.8658807829181493,0,1,0,0,0,1,0,1,0,0,0.0,0.0
0,0,1,0,0.875,1,1,1,1,1,0,1,1,0,0.6482035928143712,0.6258060058953575,0,0.736842105263158,0.5891903914590747,1,0,0,0,0,1,0,1,0,0,0.25,0.1111111111111111
0,1,0,0,0.7916666666666666,1,1,0,1,1,0,1,1,1,0.6107784431137724,0.5110307663964628,0,0.7789473684210526,0.7491103202846975,1,0,0,0,0,1,1,0,0,0,0.0,0.0
1,0,1,1,0.08333333333333333,1,0,-1,-1,-1,-1,-1,-1,0,0.015469061876247525,0.011554670228445101,0,0.3894736842105263,0.8609875444839857,0,0,1,0,0,1,0,0,0,1,0.2,0.15384615384615385
1,0,0,0,0.2361111111111111,1,0,-1,-1,-1,-1,-1,-1,0,0.009980039920159695,0.03233810795873251,0,0.3894736842105263,0.6548042704626335,0,0,1,0,1,0,0,0,0,1,0.25,0.25
0,0,1,0,0.6944444444444444,1,0,-1,-1,-1,-1,-1,-1,0,0.012475049900199597,0.1166635961680177,0,0.5894736842105264,0.8698843416370107,0,0,1,0,0,1,0,0,1,0,0.0,0.0
0,0,0,0,0.6388888888888888,1,1,0,0,0,0,0,0,0,0.5414171656686626,0.374147936624908,0,0.6421052631578947,0.1421263345195729,0,1,0,1,0,0,1,0,0,0,0.0,0.0
0,0,0,0,0.06944444444444445,1,1,0,0,0,0,0,0,0,0.28542914171656686,0.025694316507000742,1,0.8105263157894738,0.18994661921708178,1,0,0,1,0,0,0,0,1,0,0.6,0.33884297520661155
1,1,0,0,0.75,1,1,1,1,0,1,1,1,0,0.6377245508982037,0.5008866064848932,1,0.8210526315789473,0.47731316725978645,1,0,0,0,1,0,1,0,0,0,0.2,0.21428571428571427
1,0,0,1,0.013888888888888888,1,0,0,0,0,0,1,1,1,0.7065868263473054,0.010288089535740605,0,0.34736842105263155,0.09541814946619209,0,1,0,1,0,0,0,0,1,0,0.5,0.375
0,0,0,1,0.5555555555555556,0,-1,1,1,0,1,0,0,0,0.21656686626746507,0.18009050294767873,0,0.2631578947368421,0.508229537366548,1,0,0,0,1,0,0,0,0,1,0.0,0.0
0,1,1,0,0.4305555555555555,1,1,1,0,0,0,1,0,0,0.7075848303393213,0.3232832074428888,0,0.6631578947368422,0.7993772241992881,0,1,0,1,0,0,0,0,1,0,0.6666666666666666,0.4444444444444444
1,0,1,1,0.3472222222222222,1,0,-1,-1,-1,-1,-1,-1,1,0.0014970059880239361,0.044174880250552696,0,0.3894736842105263,0.06361209964412806,0,0,1,0,0,1,0,0,0,1,0.25,0.25
1,1,0,1,0.15277777777777776,1,0,0,1,0,0,1,1,1,0.7629740518962076,0.12899548636698602,1,0.8421052631578947,0.8845640569395018,0,1,0,1,0,0,0,0,1,0,0.75,0.47058823529411764
1,1,1,0,0.4305555555555555,1,1,0,0,1,0,1,0,1,0.720059880239521,0.3264899594694179,0,0.30526315789473685,0.08029359430604976,0,1,0,0,1,0,0,0,1,0,0.0,0.0
0,0,0,0,0.18055555555555555,1,0,-1,-1,-1,-1,-1,-1,1,0.013972055888223534,0.029223470891672813,0,0.2,0.055382562277580094,0,0,1,0,1,0,0,0,1,0,0.0,0.42857142857142855
0,0,0,0,0.875,1,1,0,1,1,0,1,1,1,0.8602794411177646,0.7526367907148122,0,0.2631578947368421,0.8627669039145908,0,1,0,0,0,1,1,0,0,0,0.25,0.25
0,0,1,0,0.06944444444444445,1,0,-1,-1,-1,-1,-1,-1,0,0.007984031936127761,0.01451386330140015,1,0.9684210526315791,0.41392348754448394,0,0,1,1,0,0,0,0,0,1,0.6666666666666666,0.6666666666666666
0,0,0,0,0.013888888888888888,1,1,0,1,0,0,0,0,0,0.3567864271457086,0.006252302873986736,0,0.7684210526315789,0.27935943060498214,1,0,0,1,0,0,0,0,1,0,0.0,0.3333333333333333
0,0,0,0,0.09722222222222221,0,-1,1,0,1,0,0,0,0,0.16716566866267463,0.030490051584377308,0,0.35789473684210527,0.32473309608540923,1,0,0,0,1,0,0,0,0,1,0.25,0.3037974683544304
1,0,1,1,0.9027777777777777,1,1,0,1,1,1,1,1,1,0.9206586826347305,0.8343197310243184,0,0.18947368421052632,0.962855871886121,0,1,0,0,0,1,0,1,0,0,0.4,0.16666666666666666
0,0,1,1,0.8333333333333333,1,0,-1,-1,-1,-1,-1,-1,1,0.023952095808383228,0.14629582719233605,0,0.4842105263157895,0.5387010676156583,0,0,1,0,0,1,1,0,0,0,0.0,0.0
1,0,0,0,0.5138888888888888,0,-1,0,0,0,1,0,0,0,0.10029940119760478,0.11209814848931468,1,0.8105263157894738,0.5395907473309608,1,0,0,1,0,0,0,1,0,0,0.6666666666666666,0.6666666666666666
1,1,0,0,0.15277777777777776,1,1,1,0,0,0,0,0,1,0.36976047904191617,0.06687546057479735,0,0.7894736842105263,0.66970640569395,1,0,0,1,0,0,0,0,1,0,0.0,0.09090909090909091
1,0,0,0,0.6666666666666666,1,1,-1,-1,-1,-1,-1,-1,0,0.05439121756487025,0.13622075350036847,0,0.6421052631578947,0.4326067615658362,0,0,1,0,0,1,0,1,0,0,0.0,0.16666666666666666
0,0,1,1,0.986111111111111,1,0,1,1,1,1,1,1,0,0.6676646706586826,0.6943049926308033,0,0.4105263157894737,0.7542259786476867,1,0,0,0,0,1,1,0,0,0,0.5,0.5
0,1,1,0,0.2361111111111111,1,1,0,0,1,0,1,1,1,0.817365269461078,0.18681489498894624,1,0.8631578947368421,0.7795818505338078,0,1,0,1,0,0,0,1,0,0,0.6666666666666666,0.4444444444444444
1,0,0,0,0.06944444444444445,1,0,0,1,0,0,0,0,0,0.3193612774451097,0.02818142041267502,0,0.5157894736842106,0.16370106761565828,1,0,0,1,0,0,1,0,0,0,0.0,0.0
0,0,1,0,0.6944444444444444,1,1,0,0,1,1,1,0,1,0.5099800399201597,0.3963418846720708,0,0.23157894736842105,0.6012010676156584,1,0,0,0,1,0,0,0,1,0,0.3333333333333333,0.3333333333333333
1,1,0,0,0.5,1,1,0,0,0,0,0,0,1,0.5623752495009982,0.3062189112011791,0,0.18947368421052632,0.6757117437722419,0,1,0,1,0,0,1,0,0,0,0.3333333333333333,0.3333333333333333
0,0,0,0,0.4861111111111111,0,-1,0,0,1,0,1,1,0,0.30588822355289425,0.1959342759764186,0,0.3684210526315789,0.17326512455516008,1,0,0,1,0,0,0,0,1,0,0.25,0.42857142857142855
1,1,1,0,0.9722222222222222,1,1,1,1,1,1,1,1,1,0.9426147704590819,0.9197218128224025,0,0.4421052631578947,0.5749555160142349,0,1,0,0,0,1,0,1,0,0,0.25,0.25
1,0,1,1,0.9305555555555555,1,1,1,0,0,1,1,1,0,0.879740518962076,0.8070997605011055,0,0.39999999999999997,0.6176601423487543,0,1,0,0,0,1,0,1,0,0,0.25,0.25
0,0,1,0,0.013888888888888888,1,0,0,0,1,0,0,0,0,0.5668662674650697,0.008676077745025794,0,0.6842105263157894,0.33607651245551595,0,1,0,1,0,0,0,1,0,0,0.0,0.08333333333333333
